N,P,K,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Altitude,Fertilizer_Used,Recommended_Crop
66,77,12,8.34,50.09,0.44,2.29,38.03,42.64,1704.22,7.72,4.31,1025,336.27,Rice
106,46,111,7.29,13.34,1.27,1.68,36.81,32.37,1853.48,10.25,1.99,1744,347.64,Rice
81,82,29,7.71,36.22,1.44,2.44,34.68,88.93,1884.87,5.29,2.23,1532,136.66,Rice
48,33,114,6.19,47.01,0.58,0.31,38.5,30.45,2679.91,11,11.19,1248,194.89,Rice
41,86,106,4.89,22.1,1.22,1.82,18.4,83.29,612.78,11.83,13.09,762,92.12,Barley
84,53,114,5.18,15.18,0.66,1.49,10.37,79.56,2455.85,6.88,19.97,2268,140.73,Potato
48,50,53,8.43,18.78,0.2,2.44,20.63,59.26,2873.23,4.91,10.92,261,71.14,Rice
67,83,41,6.47,52.73,0.98,0.47,27.31,72.32,2219.68,11.9,7.32,2231,258.59,Rice
24,60,109,4.55,45.29,0.73,0.72,19.49,36.3,589.34,6.81,13.92,1747,62.39,Millet
120,51,35,8.32,19.9,1.19,1.72,11.33,75.82,2580.67,7.94,13.23,1896,83.5,Wheat
90,87,57,6.49,45.81,1.17,2.85,25.22,77.03,2417.03,5.94,1.44,1632,225.62,Rice
157,49,14,7.85,45.43,1.43,0.34,15.99,33.08,2615.68,4.44,3.35,789,210.15,Wheat
85,57,68,6.69,59.89,0.77,2.26,31.83,59.83,1561.76,5,14.15,1031,280.92,Rice
91,13,70,4.91,29.58,0.83,0.7,12.68,86.89,2496.69,5.9,2.56,1793,82.94,Maize
44,69,58,6.96,53.24,0.72,0.41,38.74,87.07,631.24,11.9,16.32,1086,197.2,Millet
79,48,39,8.49,32.32,0.59,1.24,36.3,89.07,1814.69,10.37,18.25,787,311.47,Rice
59,14,26,4.64,54.89,1.03,1.79,36.22,69.4,1744.87,7.36,4.8,1929,200.84,Rice
26,15,79,7.87,14.58,1.28,2.5,33.7,38.47,2710.86,6.55,10.6,2207,346.26,Rice
65,23,67,5.44,18.77,0.41,1.94,29.01,54.77,2616.15,5.15,6.98,451,249.8,Rice
105,79,72,6.08,52.5,1.48,1.53,11.6,73.62,2204.91,7.88,10.9,1610,116.03,Wheat
40,87,70,5.99,50.97,1.09,0.93,29.87,47.03,689.57,11.26,12.7,76,106.27,Millet
20,21,72,8.1,25.27,1.21,0.95,32.41,78.61,2458.88,11.95,1.22,1761,199.05,Rice
142,71,24,6.52,39.84,1.5,2.33,13.92,81.68,1919.9,11.21,18.01,2376,196.23,Wheat
144,36,10,6.29,29.13,0.86,0.43,28.47,75.81,2486.47,4.53,8.02,1966,300.77,Rice
52,63,22,7.77,10.52,0.29,0.52,24.37,50.53,2827.4,5.26,4.64,210,76.04,Rice
23,21,57,4.7,11.31,1.23,2.19,24.17,74.49,1460.25,5.13,1.61,1757,238.09,Millet
22,17,43,4.85,12.71,1.33,2.89,15.98,34.34,2284.62,5.29,19.86,2243,345.4,Potato
110,83,39,4.59,39.7,0.41,0.45,32.18,50.11,2924.27,4.99,15.43,955,191.1,Rice
71,25,28,7.25,23.96,0.23,1.87,37.75,75.94,798.22,4.77,9.66,1688,266.01,Millet
47,61,73,6.6,17.2,0.38,0.79,33.63,77.69,2571.6,6.8,17.45,786,344.5,Rice
89,35,75,8,57.06,0.62,0.17,21.07,49.13,597.41,5.26,9.67,1122,262.57,Maize
76,17,66,6.49,16.07,1.4,2.51,39.53,87.62,247.97,5.16,14.07,2066,159.07,Millet
127,54,53,5.39,43.7,0.2,1.57,20.93,46.4,2571.68,8.2,19.19,162,266.97,Rice
43,28,21,7.72,54.71,1.24,0.17,17.03,69.6,2887.65,5.63,14.42,2199,71.36,Wheat
96,26,49,5.68,18.19,1.31,2.7,39.04,82.74,290.19,4.05,5.56,2392,162.37,Millet
95,74,117,8.24,20.74,1.25,1.65,33.69,63.08,2564.38,9.57,18.73,1868,244.98,Rice
88,38,33,5.5,38.69,0.31,2.24,32.84,54.75,2158.3,6.63,1.42,956,255.06,Rice
120,23,20,5.17,35.42,1.08,1.33,12.32,42.68,2159.41,9.9,18.49,1154,79.65,Sugarcane
111,26,75,6.47,36.05,1.44,0.64,15.76,41.79,1486.94,11.14,19.28,773,157.16,Wheat
111,22,10,4.7,37.73,0.36,1.45,10.56,39.54,1367.88,11.4,2.74,831,113.15,Sugarcane
49,72,67,4.65,57.5,0.24,0.93,33.3,56.58,1244.45,5.42,2.06,800,62.99,Barley
37,42,37,6.48,12.69,1.34,0.96,18.35,62.88,1269.15,9.38,16.93,2473,88.35,Wheat
63,38,77,5.36,48.02,1.04,1.97,13.97,80.34,2824.04,4.6,1.48,2371,156.67,Wheat
118,46,114,4.54,21.63,1.04,0.37,15.46,43.04,2484.18,7.71,16.29,1310,164.77,Sugarcane
140,55,103,5.68,28.68,1.45,1.25,29.23,75.31,1078.41,7.41,7.71,650,285.48,Sugarcane
134,33,68,6.41,14.46,1.2,1.69,22.99,71.65,2273.58,5.63,1.42,1246,77.62,Rice
79,23,80,6.08,32.28,0.72,2.16,38.24,68.07,2038.15,10.2,13.21,558,151.62,Rice
75,14,31,5.04,50.21,0.77,1.94,20.98,50.36,2568.76,11.31,6.31,1469,328.9,Rice
50,62,99,6.82,14.94,0.39,2.67,35.02,49.08,457.36,6.06,3.87,2356,95.46,Millet
120,39,38,7.34,23.78,0.6,2.98,26.39,75.54,2160.39,5.99,11.39,365,57.26,Rice
78,69,98,7.2,28.65,0.78,2.82,31.16,46.47,885.82,5.57,1.54,2160,97.13,Barley
143,82,83,6.08,15.19,0.54,2.32,15.06,49.78,876.47,9.5,8.47,219,338.9,Wheat
149,37,93,5.05,48.12,1.39,2.09,32.47,87.91,2176.06,4.45,12.73,1606,202.93,Rice
116,35,87,6.5,49.35,0.22,0.2,12.57,89.91,2705.84,4.51,14.79,997,242.42,Wheat
126,27,106,8.06,51.79,0.96,1.65,30.73,30.1,1644.89,5.39,10.82,1155,79.67,Rice
37,45,78,6.37,39.19,1.2,2.02,23.97,71.21,1503.49,8.37,2.17,149,176.54,Rice
90,17,54,5.28,35.36,1.15,1.3,16.86,62.13,2482.3,6.02,15.51,251,204.04,Millet
125,27,79,4.87,23.13,1.04,1.22,24.41,57.61,271.26,11.9,8.36,1227,195.65,Barley
73,67,95,8.28,42.76,0.73,1.67,35.67,46.54,2179.78,7.16,4.43,1169,308.06,Rice
113,41,26,7.47,32.23,1.39,2.73,14.64,60.43,357.15,7.76,6.03,1227,110.89,Wheat
95,58,88,5.75,58.54,0.63,0.86,15.09,57.39,884.37,4.52,13.68,802,168.31,Wheat
54,57,48,5.68,58.41,1.18,1.26,26.02,54.08,2067.79,9.64,4.76,798,240,Rice
30,80,49,8.08,55.26,1.4,1.99,28.76,80.99,1264.55,10.31,2.67,1627,288.16,Maize
80,74,37,5.21,28,0.37,0.64,22.61,46.24,1026.63,6.67,12.8,1332,200.47,Potato
63,42,11,6.64,28.4,1.43,2.52,17.99,65.85,1612.07,9.81,13.27,1124,259.67,Wheat
140,59,91,7.35,52.63,1.21,2.03,12.02,81.85,2579.63,5.82,9.46,463,65.43,Wheat
87,13,36,6.09,46.46,1,1.12,11.49,88.74,1392.8,10.38,10.6,514,114.75,Wheat
44,45,30,4.66,45.22,0.69,2.19,11.22,66.17,1692.07,8.34,16.8,1379,55.24,Cotton
103,37,96,5.41,23.98,1.38,0.91,37.04,61.2,642.32,7.18,7.43,42,254.33,Millet
133,12,16,8.11,51.67,0.26,2.35,13.94,80.43,1445,9.76,17.41,1270,65.39,Wheat
151,15,70,6.59,38.97,0.76,0.3,18.85,41.31,246.31,8.92,17.6,2042,164.88,Wheat
20,54,61,7.76,32.34,1.18,1.34,39.58,67.8,2546.78,8.26,10.73,2122,86.13,Rice
150,32,57,6.72,53.27,1.25,0.86,37.82,33.85,779.14,5.69,1.32,2252,55.06,Millet
105,16,28,8.27,29.71,0.46,2.47,11.29,69.6,2775.69,10.8,18.53,760,280.63,Wheat
81,70,82,8.14,42.7,0.26,2.28,26.54,77.75,1201.55,7.45,3.66,1304,279.52,Millet
83,74,21,6.43,33.3,1.24,2.54,29,33.78,2540.45,7.56,11.02,993,53.48,Rice
145,15,119,5.77,39.64,0.75,1.99,11.62,80.91,1290.93,5.61,13.77,774,106,Sugarcane
124,33,103,6.91,12.03,0.39,2.41,31.84,37.4,627.65,11.45,2.81,1626,189.73,Millet
81,46,80,7.2,33.06,0.31,1.37,39.64,40.55,1610.43,8.44,15.25,830,348.24,Rice
54,54,11,6.49,37.82,1.03,2.07,22.88,80.18,929.65,7.7,12.65,474,84.76,Potato
32,60,26,7.79,34.64,0.96,0.19,23.48,37.48,1104.4,11.82,13.79,160,96.73,Sugarcane
62,54,84,5.23,52.37,1.31,2.65,29.78,70.43,1085.16,6.93,3.92,978,329.29,Cotton
149,72,85,5.84,25.56,0.24,2.09,32.1,47.69,1168.35,4.25,6.17,1484,132.22,Sugarcane
130,38,12,7.25,54.2,1.33,2.61,33.69,44.9,1594.74,5.83,6.75,1773,283.76,Rice
147,34,30,5.49,30.17,1.35,2.34,12.33,69.01,557.53,9.97,3.86,687,73.46,Tomato
70,19,87,6.26,44.73,0.78,0.93,34.02,36.41,921.38,5.25,11.75,1968,257.24,Millet
154,44,88,8.35,14.34,0.3,0.89,35.92,64.48,1970.49,5.25,2.46,1466,208.1,Rice
64,64,60,7,20.01,1.43,2.42,11.36,85.47,2315.97,7.65,5.88,219,160.2,Wheat
61,34,115,8.3,48.06,0.29,0.64,11.17,81.08,882.67,7.62,15.46,1330,263.62,Wheat
154,54,114,7.39,10.62,0.97,0.42,26.53,81.07,933.63,7.68,5.5,2258,261.25,Millet
34,21,19,7.4,58.43,0.84,0.14,24.9,48.18,1538.49,5.75,4.7,2117,191.25,Rice
79,13,64,6.87,19.53,1.29,0.97,39.4,72.08,2947.07,5.35,3.69,426,326.37,Rice
59,76,45,5.07,55.07,0.85,0.39,18.83,76.81,1740.55,10.15,12.72,1470,201.66,Tomato
131,26,60,6.58,35.8,0.81,2.42,27.71,84.08,2477.79,8.83,9.63,34,249.43,Rice
96,82,83,5.51,38.23,1.34,1.51,25.2,45.85,2772.3,6.57,5.18,2122,282.44,Rice
124,74,26,8.49,14.21,1.45,0.83,26.07,75.65,1983.27,5.58,4.87,2222,228.02,Rice
126,62,117,5.57,28.26,0.91,1.85,29.79,43.94,1653.63,11.02,19.79,237,112.43,Rice
141,66,98,5.42,17.81,0.79,0.3,26.13,31.67,2340.74,5.09,2.27,2129,82.67,Rice
99,37,70,7,36.3,1.28,2.21,10.21,58.91,1092.86,8.67,15.13,665,89.07,Wheat
144,25,100,6.54,37.54,1.28,1.55,35.31,75.95,2923.31,8.88,18.39,88,115.77,Rice
153,30,106,4.59,45.48,0.62,0.12,16.03,42.86,1531.05,10.85,9.46,1960,143.86,Sugarcane
51,86,84,5.02,53.91,0.95,1.03,16.93,32.92,2799.22,4.45,10.15,1222,302.76,Pulses
127,51,22,7.74,33.41,0.4,2.28,29.44,52.43,2327.41,6.46,17.21,850,157.12,Rice
133,63,74,6.43,21.67,1.03,0.65,24.33,42.17,792.23,11.73,1.27,308,88.9,Wheat
87,41,104,5.08,26.68,1.28,2.89,27.23,52.93,817.95,8.55,4.61,1728,109.1,Millet
146,47,106,6.36,52.35,0.44,2.7,24.92,85.25,1179.52,7.34,14.56,2186,225.59,Sugarcane
154,79,94,5.51,17.29,0.62,2.36,22.54,74.63,1241.72,6.53,10.77,2401,153.23,Sugarcane
133,47,89,5.39,41.36,0.78,0.33,24.5,52.38,241.99,5.19,19.38,2376,165.59,Wheat
27,63,112,8.33,10.65,1.3,1.13,14.23,49.5,2596.22,5.5,5.02,2140,157.18,Wheat
83,69,96,5.95,22.28,1.15,0.96,39.08,85.27,873.26,10.23,17.85,1949,193.95,Sugarcane
154,86,83,4.69,39.57,0.61,0.5,27.24,83.33,2509.35,5.95,20,587,215.51,Rice
60,86,57,8.38,32.82,0.52,3,18.6,66.25,1552.05,5.76,1.02,2496,220.85,Wheat
59,56,106,7.68,34.68,1.1,0.53,31.39,51.46,1857.69,6.55,6.48,2446,222.85,Rice
22,21,95,5.52,43.03,0.82,1.01,36.4,77.54,1702.06,10.05,19.64,196,87.02,Rice
129,62,114,6.14,21.73,0.97,2.65,18.89,69.82,2845.11,7.36,18.07,1152,289.53,Wheat
133,42,79,7.95,24.04,1.04,0.52,19.74,63.88,1370.33,4.23,2.83,436,76.22,Wheat
131,37,56,5.93,44.22,0.93,1.46,23.16,74.31,1288.54,8.1,5.88,566,139.49,Sugarcane
23,12,109,6.77,36.91,1,2.93,16.52,38.07,1921.71,6.22,12.92,626,339.44,Wheat
153,35,19,6.64,10.73,1.35,0.82,34.29,85.81,1269.18,7.67,5.71,917,346.89,Sugarcane
45,63,66,6.11,43.52,1.33,2.14,27.53,88.38,1900.85,11.07,8.44,1647,190.29,Rice
158,49,89,7.06,41,0.39,0.33,11.71,51.27,1802.65,5.57,5.82,856,227.97,Wheat
36,75,22,6.39,13.93,0.96,1.84,39.9,86.81,2370.12,6.71,6.68,2050,347.49,Rice
111,77,70,4.58,47.38,0.77,1.08,27.25,77.75,2971.85,11.56,7.48,901,201.23,Rice
50,56,67,7.76,36.11,0.57,2.13,36.7,86.46,2936.49,10.19,10.98,47,233.8,Rice
126,11,93,4.95,20.24,1.02,1.36,25.05,85.05,546.55,6.19,15.82,395,135.09,Millet
130,51,77,6.36,37.97,0.86,0.97,27.47,42.05,1465.93,4.85,11.46,2371,203.59,Sugarcane
120,43,93,6.82,39.77,1.21,1.68,23.63,45.6,1382.6,11.47,5.67,1832,69.77,Sugarcane
131,30,95,7.32,56.01,0.32,0.51,22.68,45.64,733.88,5.16,13.46,1562,303.45,Maize
81,53,38,6.14,47.11,0.59,2.46,16.55,35.66,2282.46,6.92,16.81,1963,243.77,Wheat
131,11,25,7.44,25.1,0.23,2.28,38.86,53.86,2911.93,6.65,13.34,2159,55.08,Rice
135,68,116,5.03,15.91,1.17,1.68,15.45,51.76,627.36,4.93,16.2,2068,52.68,Wheat
54,25,72,7.11,52.66,1.39,1.16,25.79,50.64,962.29,4.81,9.54,1272,292.4,Tomato
47,29,56,7.81,52.3,0.96,2.75,12.61,50.94,2594.06,6.26,18.56,769,328.14,Wheat
122,35,52,8.06,18.77,1,1.94,39.8,33.72,1054.73,6.95,12.67,919,163.4,Sugarcane
144,25,32,6.82,13.11,0.26,0.93,26.67,41.16,1435.53,11.75,14.51,2223,91.26,Sugarcane
121,79,39,5.75,45.59,0.85,2.44,34.44,47.75,2273,8.29,3.1,1283,308.8,Rice
156,32,66,5.15,46.13,0.88,1.94,26.89,83.34,552.83,11.27,12.95,2056,207.27,Millet
40,51,39,5.88,18.86,0.25,0.47,34.15,85.59,1675.99,5.03,1.55,2149,103,Rice
71,46,116,6.66,43.41,1.22,0.43,26.03,47.11,507.07,5.91,4.11,2401,345.93,Millet
116,81,76,5.29,23.95,0.56,2.82,23.35,71.65,1055.01,5.3,14.27,1020,146.43,Sugarcane
70,15,65,8.31,23.03,1.14,0.93,23.68,81.04,863.37,7,13.84,177,225.73,Tomato
102,46,33,8.09,26.23,0.72,2.02,10.07,60.37,2244.65,11.34,10.43,2004,78.72,Wheat
74,31,110,4.63,36.02,1.49,0.21,21.12,75.33,621.87,6.35,13.5,2349,173.37,Tomato
96,15,86,6.75,50.22,0.48,1.71,38.56,88.55,2053.41,8.76,16.57,1992,230.38,Rice
146,41,115,7.66,34.93,0.28,0.77,30.27,39.73,1811.7,11.32,16.85,898,343.88,Rice
112,26,105,5.48,24.9,1.47,0.5,37.58,34.23,2092.25,8.02,17.9,541,178.23,Rice
107,47,110,6.6,54.2,0.52,2.34,16.01,68.4,2654.42,8.22,17.91,703,96.47,Wheat
99,26,85,6.12,12.75,1.03,2.45,24.73,60.51,1695.54,8.42,11.74,1851,214.66,Rice
111,46,17,5.29,49.85,0.69,2.17,11.03,47.8,2217.7,6.24,7.71,1975,154.81,Sugarcane
66,32,97,6.96,49.22,1.03,0.13,30.31,85,2452.74,7.35,1.01,66,235.99,Rice
57,58,53,8.47,22.68,0.97,0.93,33.52,80.75,2147.76,10.78,18.69,1495,285,Rice
158,70,89,5.96,19.91,1.12,1.15,32.43,45.86,1093.38,7.2,4.75,1835,52.4,Sugarcane
34,58,105,6.71,53.74,0.22,2.1,12.6,76.45,2892.1,7.35,16.83,149,155.12,Wheat
20,70,43,5.81,37.94,1.29,2.29,17.43,79.7,370.08,4.93,5.76,764,158.52,Potato
154,86,44,8.01,12.3,0.82,1.92,29.67,49.52,1242.46,7.71,7.11,469,203.36,Sugarcane
20,41,105,7.96,54.54,0.87,2.39,32.77,35.95,2499.67,4.67,4.92,269,270.29,Rice
68,72,59,5.22,27.45,0.73,1.34,18.23,81.03,1179.74,6.14,15.74,636,212.41,Millet
115,16,26,8.1,27.11,1.49,1.67,22.19,35.81,1728.59,11.84,9.27,1409,214.73,Rice
45,31,11,5.11,42.16,1.24,0.29,20.54,58.72,576.58,11.24,19.28,1662,224.41,Maize
106,15,99,4.88,43.07,0.6,1.34,10.14,41.66,2599.22,8.97,16.38,622,230.15,Sugarcane
112,70,63,7.11,27.67,1.22,1.35,27.3,85.65,2807.25,9.7,11.76,2470,66.4,Rice
121,23,53,6.04,17.16,0.77,1.87,30.07,36.43,2955.26,5.9,15.88,836,265.2,Rice
90,25,90,6.62,37.61,1.33,1.2,18.29,37.01,415.87,5.15,17.01,1297,91.25,Wheat
159,12,111,7.11,41.26,0.24,0.79,30.63,72.1,757.66,8.41,18.43,1240,92.34,Millet
114,18,58,4.71,53.01,0.66,0.79,17.28,42.33,1585.98,11.18,2.52,1793,271.86,Sugarcane
137,56,11,5.67,34.22,0.76,0.49,31.47,37.94,963.32,10.66,16.22,1995,236.3,Potato
138,51,81,6.34,42.28,1.17,2.13,23.72,40.09,1999.35,8.71,4.49,927,85.07,Rice
70,51,119,5.57,12.72,0.44,1.91,36.16,65.75,2567.22,11.88,18.41,832,320.04,Rice
100,32,79,4.7,54.73,0.57,1.78,26.34,43.36,555.8,5.98,4.57,586,290.52,Millet
55,12,18,4.85,26.36,1.14,1.64,15.54,52.63,208.93,10.13,4.27,1211,211.44,Cotton
86,10,10,7.71,41.61,0.3,1.17,34.66,80.98,2982.45,6.27,10.38,2036,203.86,Rice
148,76,78,8.15,55.8,0.46,2.33,33.33,40.54,1461.22,11.8,17.29,300,252.27,Sugarcane
133,80,112,5.11,50.53,1.18,2.77,12.53,79.58,391.67,6.12,2.67,704,135.97,Wheat
130,12,18,5.5,41.89,1.34,1.38,11.44,76.52,1847.8,6.92,2.14,2360,258.17,Sugarcane
119,58,23,7.11,45.18,1.15,1.29,14.09,79.87,2308.96,7.81,15.53,1424,295.67,Wheat
128,76,36,8.32,56.05,0.89,0.57,35.36,50.82,2443.48,6.57,16.95,1429,73.57,Rice
139,64,18,5.7,50.6,0.33,2.05,19.61,58.34,1794.01,6.2,9.68,2152,84.94,Sugarcane
98,13,45,7.92,40.49,1.28,1.72,25.14,72.42,2102.64,7.76,13.3,2368,180.95,Rice
153,40,102,6.52,42.94,0.36,2.97,28.09,32.25,1533.53,10.53,3.46,1327,252.45,Rice
38,75,93,8.33,17.36,0.7,1.79,32.3,69.83,1935.32,10.19,12.33,1986,149.46,Rice
146,87,88,5.05,33.51,0.27,0.94,34.9,37.21,2864.45,7.55,1.21,387,174.35,Rice
48,73,109,8.39,25.05,1.12,1.73,25.48,47.28,2965.06,6.5,6.74,1819,180.43,Rice
43,40,12,6.26,31.6,0.85,2.96,22.47,78.59,1957.18,5.05,1.41,384,179.72,Rice
29,72,32,8.31,43.11,1.38,2.2,15.88,68.12,1834.98,10.96,6.16,2237,274.04,Wheat
124,75,119,6.33,17.46,0.38,0.47,28.23,67.31,1167.42,11.09,1.43,1829,156.92,Sugarcane
74,40,82,6.62,10.87,1.26,1.1,26.5,43.61,1107.88,4.53,18.87,93,319.76,Potato
21,56,39,7.72,29.85,0.86,0.97,18.73,70.07,2788.59,9.99,17.78,1842,120.28,Wheat
154,31,28,7.39,26.11,0.68,2.58,23.39,37.9,2062.42,11.07,4.91,2353,329.55,Rice
130,83,111,6.98,31.02,1.04,1.87,32.19,87.89,1484.02,9.89,18.43,454,87.49,Sugarcane
57,55,76,6.17,56.56,1.23,2.45,28.81,45.16,2064.66,6.72,18.02,1878,208.83,Rice
150,67,59,7.67,45.35,0.77,0.61,24.45,79.6,538.56,7.43,5.15,308,115.74,Potato
121,70,57,8.29,26.37,0.5,2.73,18.17,85.21,2841.64,6.4,13.78,1209,299.66,Wheat
114,55,12,4.54,18.96,1.39,0.27,30.04,40.31,1662.51,8.34,4.55,2161,317.24,Rice
111,10,107,6.85,40.92,0.61,1.19,28.83,30.58,1135.43,11.12,13.95,2493,183.42,Sugarcane
90,34,75,7.96,42.88,1.5,0.14,23.75,82.46,237.21,9.37,2.21,144,161,Cotton
43,70,36,7.11,34.18,1.2,0.63,17.16,75.84,2096.07,7.67,17.33,547,65.31,Wheat
87,23,96,7.7,20.64,1.09,2.89,15.25,39.26,2914.8,10.88,16.68,1584,186.92,Wheat
147,54,115,8.08,11.43,0.22,0.33,20.18,79.82,1763.91,4.01,4.27,1878,50.11,Rice
112,86,105,7.5,23.28,0.78,0.52,37.26,78.63,1131.5,6.2,9.36,1210,214.62,Sugarcane
63,48,108,7.37,32.86,0.85,2.78,32.62,57.68,1371.33,7.49,5.83,1995,307.47,Millet
152,75,49,8.36,49.4,0.69,2.16,36.73,86.81,1792.32,8.74,3.34,680,312.87,Rice
74,41,27,7.95,52.69,0.39,1.28,35.28,64.93,2128.52,11.96,1.25,1556,162.39,Rice
48,67,36,7.76,30.65,0.68,0.3,23.77,56.57,713.33,9.12,6.75,2164,221.86,Wheat
56,65,20,4.85,49.81,0.3,2.38,25.91,30.79,2818.33,7.05,18.84,665,148.21,Rice
134,15,48,5.46,59.67,0.58,1.53,15.09,87.17,1360.08,9.8,17.88,571,327.52,Sugarcane
22,76,28,6.73,45.83,0.31,1.04,31.63,37.7,1948.48,11.87,9.25,1521,244.54,Rice
141,59,98,7.34,46.43,1.18,1.15,22.66,47.77,2752,8.89,6.48,40,195.12,Rice
62,47,16,5.71,55.48,1.07,1.57,14.84,73.77,1819.38,6.81,6.85,983,86.4,Pulses
26,12,104,4.87,26.91,1.42,1.7,12.86,30.32,2113.93,9.46,14.42,826,92.12,Barley
144,14,66,5.74,10.56,0.69,2.47,30.88,62.56,1972.93,7.71,6.05,2458,307.24,Rice
68,33,11,7.58,59.35,1.22,2.34,24.47,39.53,894.51,8.29,16.69,1484,83.12,Pulses
140,63,47,8.01,34.52,0.96,2.32,10.27,31.35,2896.26,11.64,7.82,559,90.49,Wheat
92,43,14,8.15,49.28,1.04,2.21,34.74,68.5,1522.76,7.49,2.28,2482,130.46,Rice
60,48,87,6.02,50.62,0.91,2.3,28.58,66.18,475.5,6.51,3.31,696,100.76,Millet
125,57,91,5.99,29.88,1.21,2.07,11.15,74.06,2994.36,9.08,15.65,1572,297.08,Sugarcane
96,58,45,6.13,37.06,0.25,2.62,19.14,67.09,2020.06,8.55,15.64,1831,51.87,Wheat
146,43,77,6,37,0.3,1.72,31.67,56.52,1903.74,7.18,8.55,1969,304.42,Rice
110,89,97,7.16,21.01,0.32,1.61,11.77,58.72,2766.43,6.42,19.91,1673,177.71,Wheat
27,16,86,5.93,15.88,0.58,2.13,32.09,43.21,1717.24,8.2,5.17,1006,265.42,Rice
51,27,94,4.58,37.18,0.97,0.58,25.15,35.02,1209.12,5.31,4.73,774,165.55,Potato
83,79,66,6.26,16.01,1.04,2.35,33.49,81.65,689.27,6.14,11.02,1470,324.91,Millet
157,43,106,5.4,27.3,1.13,2.81,35.66,71.48,2469.63,10.81,11.55,1497,126.53,Rice
32,60,29,4.62,19.3,0.56,0.96,33.03,37.38,1126.82,11.27,8.97,593,116.25,Barley
112,77,14,6.38,45.35,1.05,1.87,12.34,45.85,1645.92,7.15,11.95,1561,286.71,Wheat
80,23,33,5.32,53.6,0.35,0.19,23.81,81.79,1624.87,10.67,17.97,1729,52.75,Rice
27,78,108,6.31,38.9,0.21,2.32,19.56,87.59,2273.11,4.83,9.84,1725,67.46,Wheat
48,17,39,5.61,30.51,1.1,1.72,25.25,77.47,2115.69,5.73,19.93,2096,128.7,Rice
114,24,37,6.91,59.83,1.13,2.05,38.97,64.2,1386.02,8.77,19.02,923,285.66,Sugarcane
60,68,62,8.46,11.06,1.01,0.51,13.73,82.15,1392.91,9.42,14.41,2137,111.79,Wheat
30,20,60,6.69,25.22,0.54,2.45,35.97,67.61,956.93,6.01,14.39,1215,222.6,Potato
21,29,118,7.09,23.93,1.41,0.84,39.73,71.96,1154.57,11.52,14.78,1078,99.83,Barley
150,64,16,8.18,27.81,1.34,2.09,39.7,79.62,2192.11,8.99,17.37,33,329.87,Rice
99,45,51,6,21.53,0.87,1.82,33.9,51.24,1774.54,11.37,16.77,2302,141.47,Rice
106,23,44,5.17,23.21,1.49,2,23.97,77.07,342.94,4.85,14.67,744,78.36,Sugarcane
125,67,103,5.63,22.88,0.59,0.25,15.34,42.42,1622.92,8.67,16.5,1079,100.54,Sugarcane
158,47,43,6.11,35.29,0.84,2.25,28.25,41.66,2874.12,6.73,9.17,1990,213.8,Rice
36,89,112,7.08,29.55,1.41,2.41,28.31,78.68,506.03,10.93,10.46,484,104.99,Millet
42,10,82,4.52,41.96,0.8,1.48,19.49,63.83,493.73,4.11,18,2453,272.75,Cotton
67,74,85,7.91,35.72,0.81,1.29,28.5,54.83,2069.72,10.14,2.74,2018,143.76,Rice
39,10,63,4.8,19.17,0.3,1.09,13.5,61.41,2881.69,5.31,15.74,1514,103.36,Pulses
21,69,38,8.1,50.5,0.47,2.79,29.02,88.68,274.77,11.12,13.76,2400,78.39,Millet
107,34,19,8.3,33.61,0.41,2.29,36.9,83.65,1164.69,7.7,3.82,2399,135.84,Sugarcane
50,19,36,8.46,17.66,0.93,2.13,24.16,60.45,387.6,5.38,8.93,1167,335.09,Wheat
149,59,92,7.74,18.34,0.61,2.78,32.94,62.83,944.29,10.54,14.84,983,65.28,Maize
97,21,22,5.07,49.85,0.3,1.11,29.07,66.85,1752.65,8.03,14.76,1019,336.44,Rice
23,41,51,7.32,45.15,0.86,1.93,10.09,77.45,1437.94,4.49,14.13,701,273.21,Wheat
147,42,46,5.31,35.33,1.07,2.09,13.66,82.43,1217.31,4.26,3.96,1183,225.44,Sugarcane
153,81,70,8.09,25.3,1.16,2.99,33.25,38.79,789.89,6.03,15.77,1014,196.34,Millet
50,35,105,5.77,33.03,1.29,1.34,11.21,67.69,1934.46,9.71,3.51,395,92.67,Potato
157,51,88,5.81,41.82,0.83,1.26,38.69,43.63,1812.12,7.47,19.64,1210,61.18,Rice
40,59,30,8.17,53.96,0.71,0.35,36.82,67.31,2056.63,8.21,3.95,146,237.11,Rice
42,70,12,4.55,37.79,1.09,0.39,20.87,40.28,2420.99,5.09,12.27,559,121.57,Rice
150,50,17,5.28,23.84,0.22,1.58,19.31,78.48,2242.51,9.76,15.73,2193,209.06,Sugarcane
48,66,79,6.19,12.14,1.02,0.6,28.39,69.66,2880.37,6.89,1.14,2412,182.29,Rice
124,11,102,7.3,18.77,0.73,0.31,28.35,81.96,674.37,6.68,14.68,1951,278.03,Millet
71,79,92,7.09,42.51,0.79,2.9,12.67,86.67,2863.94,8.65,5.26,184,130.66,Wheat
134,40,26,7.18,18.02,0.59,2.86,16.46,86.04,682,10.12,4.43,1760,87.73,Wheat
120,32,19,8.02,34.08,0.37,1.04,29.09,38.71,2559.95,4.19,2.41,701,232.51,Rice
